ID,file,start.in.file,end.in.file,bottom.freq,top.freq,label
22,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1011.wav,19520.6014458346,19520.7976331133,515.109261397944,3027.38631645814,10_19520
23,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1011.wav,19521.0532971513,19521.2462808567,448.996707317412,3093.49887053867,10_19520
24,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1011.wav,19799.0822325628,19799.3698082001,168.018352475153,2614.18285345482,10_19795
25,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1011.wav,19799.6059281313,19799.8481608492,201.074629515419,2663.76726901522,10_19795
26,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1011.wav,19825.3208729975,19825.655237319,415.940430277146,2234.03566749176,10_19825
27,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1011.wav,19826.158234783,19826.5045168816,399.412291757013,2184.45125193136,10_19825
28,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1011.wav,19826.9956697088,19827.3348002374,399.412291757013,2101.8105593307,10_19825
29,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1012.wav,28834.5164019934,28835.0306411182,399.412291757013,2713.35168457562,11_28830
30,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1012.wav,28835.4395326924,28835.9401081252,382.88415323688,2713.35168457562,11_28835
31,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1012.wav,28836.4138621456,28836.9273542102,399.412291757013,2729.87982309575,11_28835
32,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1012.wav,28994.3822206428,28994.8858158018,415.940430277146,2696.82354605548,11_28990
33,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1012.wav,28995.3409718203,28995.8569241939,448.996707317412,2729.87982309575,11_28995
34,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1012.wav,28996.3098399014,28996.8097365211,548.165538438209,2581.12657641455,11_28995
35,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1012.wav,29094.9433879269,29095.3490172401,498.58112287781,2614.18285345482,11_29095
36,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1012.wav,29095.8726630934,29096.3954338977,515.109261397944,2663.76726901522,11_29095
37,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1012.wav,29096.8903238997,29097.3927312726,515.109261397944,2729.87982309575,11_29095
38,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1012.wav,29164.8209215635,29165.0977823715,482.052984357678,2680.29540753535,11_29165
39,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1012.wav,29165.7515352515,29166.2399380214,531.637399918076,2961.27376237761,11_29165
40,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1012.wav,29166.7492431855,29167.2466454478,531.637399918076,2845.57679273668,11_29165
41,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1012.wav,29408.6668656477,29408.9244698103,432.468568797279,2366.26077565283,11_29405
42,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1012.wav,29409.2170506727,29409.4830571172,448.996707317412,2267.09194453203,11_29405
43,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1012.wav,29409.7485715945,29410.0385674362,548.165538438209,2184.45125193136,11_29405
44,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1012.wav,29410.3084092756,29410.5887201126,465.524845837545,2217.50752897163,11_29410
45,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1012.wav,29410.8960810679,29411.1652010444,448.996707317412,2300.14822157229,11_29410
46,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,76.4966882090523,77.1358276797879,465.524845837545,2515.01402233402,12_75
47,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,897.656193200274,897.893235768522,564.693676958342,2630.71099197495,12_895
48,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,898.216045419932,898.4440800987,581.221815478475,2564.59843789442,12_895
49,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,898.7935444398,899.039507776867,564.693676958342,2614.18285345482,12_895
50,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,899.347280083396,899.61328843154,597.749953998608,2597.65471493469,12_895
51,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,899.923615313828,900.196750925755,581.221815478475,2481.95774529376,12_895
52,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,924.365211981075,924.612290414245,630.806231038874,2597.65471493469,12_920
53,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,924.920706383842,925.208895900226,630.806231038874,2812.52051569641,12_920
54,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,925.482687004533,925.762923382623,597.749953998608,2630.71099197495,12_925
55,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,926.057533165075,926.344748348446,597.749953998608,2614.18285345482,12_925
56,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,926.64762685474,926.927517849344,696.918785119405,2663.76726901522,12_925
57,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1088.20362020347,1088.73910397202,465.524845837545,3209.1958401796,12_1085
58,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1089.10417485689,1089.63501881973,482.052984357678,3225.72397869974,12_1085
59,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1090.03221928076,1090.59120639635,515.109261397944,3143.08328609907,12_1090
60,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1090.98465001671,1091.55793629881,564.693676958342,3192.66770165947,12_1090
61,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1115.51578311247,1116.05595892945,498.58112287781,2977.80190089774,12_1115
62,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1116.40835513564,1116.94245498222,482.052984357678,3076.97073201854,12_1115
63,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1117.34775301848,1117.93218736662,548.165538438209,3076.97073201854,12_1115
64,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1210.91800605642,1211.47214950532,382.88415323688,2977.80190089774,12_1210
65,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1211.82247484329,1212.35352380934,448.996707317412,3027.38631645814,12_1210
66,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1212.76888790371,1213.31213716063,382.88415323688,2878.63306977695,12_1210
67,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1476.92643792046,1477.47640555627,482.052984357678,3192.66770165947,12_1475
68,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1477.85586995003,1478.4331501149,465.524845837545,3275.30839426014,12_1475
69,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1727.60395807051,1728.17058248736,482.052984357678,3209.1958401796,12_1725
70,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1728.50007318205,1729.08871829466,498.58112287781,3308.3646713004,12_1725
71,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1729.47043376455,1730.01316000774,465.524845837545,3341.42094834067,12_1725
72,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1730.46027977282,1731.01928400626,515.109261397944,3374.47722538093,12_1730
74,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1854.53082389182,1854.58275090695,333.299737676482,2895.16120829708,12_1855
75,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1895.17708388795,1895.72394894151,366.356014716747,2762.93610013602,12_1895
76,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,1896.07638303128,1896.59641445768,366.356014716747,3159.6114246192,12_1895
77,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,2251.33529759156,2251.57515996089,531.637399918076,2663.76726901522,12_2250
78,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,2251.87759001801,2252.13429999551,548.165538438209,2630.71099197495,12_2250
79,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,2252.44836321493,2252.67594632554,581.221815478475,2581.12657641455,12_2250
80,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,2253.00766845542,2253.25586198469,482.052984357678,2581.12657641455,12_2250
81,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,2253.58153644323,2253.83107242295,498.58112287781,2564.59843789442,12_2250
82,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,2930.71161961658,2931.07193739026,151.49021395502,1886.94475856897,12_2930
83,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,2933.54380952119,2933.94463975139,118.433936914754,2134.86683637097,12_2930
84,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,3936.90263558965,3937.43775011193,548.165538438209,2944.74562385748,12_3935
85,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,3937.86178419812,3938.45034281779,482.052984357678,3110.02700905881,12_3935
86,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,3938.81820620398,3939.37448321925,614.278092518741,3192.66770165947,12_3935
87,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,3962.66516099894,3963.1866753921,663.862508079139,2680.29540753535,12_3960
88,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,3963.4235063131,3963.9754576405,614.278092518741,2581.12657641455,12_3960
89,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,3964.25056648244,3964.75169387787,630.806231038874,2845.57679273668,12_3960
90,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,3975.34591946073,3975.87177619452,548.165538438209,2994.33003941788,12_3975
91,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,3976.1592824373,3976.73298427422,564.693676958342,3209.1958401796,12_3975
92,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,3977.11294712843,3977.62434270606,515.109261397944,3043.91445497827,12_3975
93,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4139.084157054,4139.5413423278,448.996707317412,2746.40796161588,12_4135
94,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4139.98607738522,4140.44553159368,399.412291757013,2762.93610013602,12_4140
95,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4140.89246477304,4141.3669920798,465.524845837545,2795.99237717628,12_4140
96,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4221.85267767851,4222.31588822768,415.940430277146,2944.74562385748,12_4220
97,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4222.77226959505,4223.26781653013,415.940430277146,2911.68934681721,12_4220
98,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4223.76597135533,4224.26423927626,432.468568797279,2944.74562385748,12_4220
99,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4503.78158264621,4504.14094511589,680.390646599272,2845.57679273668,12_4500
100,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4504.41001094872,4504.78288415811,746.503200679804,2746.40796161588,12_4500
101,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4505.04121953411,4505.39562168922,614.278092518741,2928.21748533734,12_4505
102,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4505.68367635594,4506.04389600219,614.278092518741,2762.93610013602,12_4505
103,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4565.0738653534,4565.45264992641,482.052984357678,2895.16120829708,12_4565
104,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4565.68232544112,4566.05494155684,614.278092518741,2845.57679273668,12_4565
105,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4566.30493450074,4566.67991470328,498.58112287781,2795.99237717628,12_4565
106,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4631.22274038781,4631.56327929236,647.334369559006,2762.93610013602,12_4630
107,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4631.81545348695,4632.18436852829,564.693676958342,2862.10493125681,12_4630
108,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4632.4433544734,4632.82250540065,548.165538438209,2812.52051569641,12_4630
109,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4720.41363815537,4720.7622048099,597.749953998608,2531.54216085416,12_4720
110,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4721.00834146496,4721.36241087943,680.390646599272,2597.65471493469,12_4720
111,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4721.6536475295,4722.02749733667,597.749953998608,2647.23913049509,12_4720
112,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4722.29650577825,4722.68695659765,581.221815478475,2597.65471493469,12_4720
113,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4743.39743839191,4743.80578088451,581.221815478475,2746.40796161588,12_4740
114,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4744.30665853673,4744.72400722042,482.052984357678,2696.82354605548,12_4740
115,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4745.24440532471,4745.66836249451,482.052984357678,3391.00536390107,12_4745
116,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4779.06461277626,4779.47555655963,482.052984357678,2564.59843789442,12_4775
117,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4779.92835444474,4780.23544032704,564.693676958342,2994.33003941788,12_4780
118,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4814.64491918749,4815.05727720117,498.58112287781,2713.35168457562,12_4810
119,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4815.55914844757,4815.97395296064,564.693676958342,2895.16120829708,12_4815
120,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4816.54510278718,4816.99747809904,531.637399918076,2829.04865421655,12_4815
121,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4830.64666828993,4831.04860799934,515.109261397944,2795.99237717628,12_4830
122,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4831.5727307586,4832.00425646307,597.749953998608,2746.40796161588,12_4830
123,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4832.55967272328,4832.97955498931,531.637399918076,2862.10493125681,12_4830
124,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4862.50163055674,4862.97037546568,515.109261397944,2961.27376237761,12_4860
125,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4863.40650216617,4863.91627977627,531.637399918076,2944.74562385748,12_4860
126,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4864.35562627408,4864.80530513303,465.524845837545,2366.26077565283,12_4860
127,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4891.03918644278,4891.55099973553,614.278092518741,2911.68934681721,12_4890
128,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4891.94419409181,4892.44633598968,564.693676958342,2779.46423865615,12_4890
129,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4892.93484205493,4893.43295845825,597.749953998608,2680.29540753535,12_4890
130,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4904.47370355334,4904.97991972,316.771599156349,2597.65471493469,12_4900
131,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4905.38541038085,4905.89781686031,432.468568797279,2746.40796161588,12_4905
132,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4906.37354164159,4906.86130547316,366.356014716747,2862.10493125681,12_4905
133,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4916.55439307301,4917.05139891205,300.243460636216,3110.02700905881,12_4915
134,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4917.49643804437,4918.048188667,548.165538438209,2465.42960677362,12_4915
135,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4918.46081731813,4918.99399897881,498.58112287781,2234.03566749176,12_4915
136,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4930.0841261565,4930.56850879393,531.637399918076,2234.03566749176,12_4930
137,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4931.00422883621,4931.51344141378,498.58112287781,2217.50752897163,12_4930
138,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4932.01733460464,4932.53906978204,581.221815478475,2680.29540753535,12_4930
139,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4951.86651491846,4952.38886826169,498.58112287781,2862.10493125681,12_4950
140,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4952.8016760872,4953.31623795594,581.221815478475,2729.87982309575,12_4950
141,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4953.74530912842,4954.27756024889,531.637399918076,2862.10493125681,12_4950
143,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4974.81909560937,4974.99552879964,564.693676958342,2531.54216085416,12_4975
144,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4975.70983731857,4976.15688760763,531.637399918076,2382.78891417296,12_4975
145,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4976.64535259246,4977.07558458155,614.278092518741,2366.26077565283,12_4975
146,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4981.63968945719,4982.1416174081,515.109261397944,2713.35168457562,12_4980
147,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4982.53834282236,4983.07141953161,564.693676958342,2746.40796161588,12_4980
148,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,4983.5361589876,4984.0444314211,564.693676958342,2680.29540753535,12_4980
149,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5003.12870751048,5003.61630971418,564.693676958342,2746.40796161588,12_5000
150,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5004.08537613194,5004.57859661664,515.109261397944,2680.29540753535,12_5000
151,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5005.03083993503,5005.52521787671,647.334369559006,2515.01402233402,12_5005
152,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5020.17547935431,5020.65986568901,498.58112287781,2795.99237717628,12_5020
153,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5021.12896207851,5021.63064855995,581.221815478475,2829.04865421655,12_5020
154,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5022.15898746213,5022.67494179105,498.58112287781,2680.29540753535,12_5020
155,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5039.36825111614,5039.84161864727,399.412291757013,2895.16120829708,12_5035
156,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5040.30418733986,5040.7959728113,498.58112287781,2944.74562385748,12_5040
157,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5041.28648945735,5041.76293256168,548.165538438209,2845.57679273668,12_5040
158,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5065.01733537067,5065.49271649424,564.693676958342,2862.10493125681,12_5065
159,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5065.9874032523,5066.49698064244,564.693676958342,2911.68934681721,12_5065
160,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5066.9885904707,5067.49961893483,531.637399918076,2928.21748533734,12_5065
161,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5076.23623802688,5076.73681345967,564.693676958342,2845.57679273668,12_5075
162,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5077.22386678711,5077.73168113464,548.165538438209,3027.38631645814,12_5075
163,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5078.19362621605,5078.72085680197,465.524845837545,2944.74562385748,12_5075
164,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5107.94601126536,5108.44500070391,597.749953998608,2862.10493125681,12_5105
165,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5108.90800503813,5109.40893176705,548.165538438209,2878.63306977695,12_5105
166,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5109.86532949197,5110.41076236321,448.996707317412,2994.33003941788,12_5105
167,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5126.55066234461,5127.07716222337,482.052984357678,2944.74562385748,12_5125
168,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5127.50044061215,5127.94721266309,515.109261397944,2961.27376237761,12_5125
169,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5128.52889764465,5129.04709719812,482.052984357678,2928.21748533734,12_5125
170,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5158.57751167535,5159.04291006712,597.749953998608,2928.21748533734,12_5155
171,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5159.48864548364,5159.98713368821,531.637399918076,2878.63306977695,12_5155
172,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5172.52044231899,5173.04917668761,515.109261397944,2680.29540753535,12_5170
173,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5173.47394193361,5173.98634841307,482.052984357678,2944.74562385748,12_5170
174,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5191.89612970706,5192.40246424404,482.052984357678,2928.21748533734,12_5190
175,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5192.86242161001,5193.36434956091,531.637399918076,2829.04865421655,12_5190
176,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5193.86264769975,5194.38805783016,531.637399918076,2779.46423865615,12_5190
177,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5235.59051971979,5236.10068009155,465.524845837545,2845.57679273668,12_5235
178,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5236.50006703467,5237.02063281632,515.109261397944,2696.82354605548,12_5235
179,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5237.45923080683,5237.98172503965,630.806231038874,2829.04865421655,12_5235
180,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5309.05450158247,5309.59446836831,465.524845837545,2779.46423865615,12_5305
181,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5310.96592572075,5311.47756790946,448.996707317412,2829.04865421655,12_5310
182,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5311.91190562652,5312.42539769113,548.165538438209,2729.87982309575,12_5310
183,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5368.61908235242,5369.04284576459,680.390646599272,3010.85817793801,12_5365
184,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5369.50100132908,5370.00586099022,663.862508079139,3110.02700905881,12_5365
185,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5370.51640831484,5370.9299407426,647.334369559006,3159.6114246192,12_5370
186,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5419.06949162789,5419.52426178661,564.693676958342,3159.6114246192,12_5415
187,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5420.08090776607,5420.53320654716,614.278092518741,3440.58977946146,12_5420
188,/media/msi/TOSHIBA EXT/2019/Audios/AL/Azul/1013.wav,5421.11056346457,5421.59626119822,614.278092518741,3192.66770165947,12_5420
